city,city_code,province,tier_group,tier_label,ntl_growth_rate,gdp_growth_rate,population_growth_rate,growth_intensity,growth_efficiency,coordination_index,edu_count,medical_count,commercial_count,support_index
南平市,"351000000000",福建省,T3,Third-tier Cities,2.2706,1.1564,0.0003,1.14243333333333,,0.3045,"0","0","2","0.366204096222703"
南昌市,"360000000000",江西省,T2,Second-tier Cities,2.2196,1.4339,0.0711,1.24153333333333,20.1673699015471,0.2993,"105","113","381","5.11501938370438"
南通市,"321000000000",江苏省,T3,Third-tier Cities,1.0077,1.4424,-0.0238,0.808766666666667,-60.6050420168067,0.3752,"6","9","122","3.02022653247393"
南阳市,"411000000000",河南省,T3,Third-tier Cities,2.5362,1.04,0.0196,1.1986,,0.2721,"6","4","43","2.44651256513589"
博尔塔拉蒙古自治州,"653000000000",新疆维吾尔自治区,T3,Third-tier Cities,1.2705,,,,,,"0","0","8","0.732408192445407"
厦门市,"350000000000",福建省,T2,Second-tier Cities,0.4268,1.655,0.5348,0.8722,3.09461480927449,0.3898,"30","33","847","4.56774278829774"
双鸭山市,"231000000000",黑龙江省,T3,Third-tier Cities,-0.314,-0.0199,-0.0957,-0.1432,0.207941483803553,0.7454,"1","0","2","0.597253156409352"
台州市,"331000000000",浙江省,T3,Third-tier Cities,1.5146,1.0448,0.0237,0.861033333333333,44.084388185654,0.3739,"7","4","52","2.55305712255535"
合肥市,"340000000000",安徽省,T2,Second-tier Cities,2.2642,1.9054,0.126,1.43186666666667,15.1222222222222,0.2769,"78","18","320","4.36177598492116"
吉安市,"361000000000",江西省,T3,Third-tier Cities,4.2042,1.7332,0.0663,2.00123333333333,26.1417797888386,0.185,"15","4","52","2.784106182742"
吉林市,"220000000000",吉林省,T3,Third-tier Cities,0.0961,-0.3698,-0.0715,-0.115066666666667,5.17202797202797,0.6625,"1","0","11","1.05935127678265"
吐鲁番市,"650000000000",新疆维吾尔自治区,T3,Third-tier Cities,1.7571,1.1634,,,,,"2","0","41","1.61209396898383"
吕梁市,"141000000000",山西省,T3,Third-tier Cities,0.1109,1.0271,-0.0043,0.3779,,0.4351,"0","0","1","0.231049060186648"
吴忠市,"640000000000",宁夏回族自治区,T3,Third-tier Cities,-0.1245,1.7792,0.0169,0.5572,,0.2904,"8","2","11","1.92691450526411"
周口市,"412000000000",河南省,T3,Third-tier Cities,5.1258,1.2528,0.0226,2.13373333333333,55.4336283185841,0.1432,"13","1","15","2.03493107747166"
呼伦贝尔市,"151000000000",内蒙古自治区,T3,Third-tier Cities,-0.6153,0.991,-0.0691,0.1022,-14.3415340086831,0.36,"1","2","15","1.52144939715595"
呼和浩特市,"150000000000",内蒙古自治区,T3,Third-tier Cities,0.2175,1.232,0.1203,0.523266666666667,10.24106400665,0.4137,"11","2","57","2.54798731633418"
和田地区,"653000000000",新疆维吾尔自治区,T3,Third-tier Cities,1.138,,,,,,"5","1","25","1.91433439593649"
咸宁市,"421000000000",湖北省,T3,Third-tier Cities,4.9755,1.2775,0.0205,2.09116666666667,62.3170731707317,0.1477,"0","0","2","0.366204096222703"
咸阳市,"610000000000",陕西省,T3,Third-tier Cities,2.7596,0.9548,-0.1419,1.19083333333333,-6.72868217054264,0.2417,"6","5","382","3.228568202488"
哈密市,"651000000000",新疆维吾尔自治区,T3,Third-tier Cities,0.4024,2.3611,,,,,"1","1","14","1.3647815207407"
哈尔滨市,"230000000000",黑龙江省,T3,Third-tier Cities,-0.0112,0.7056,-0.0539,0.2135,-13.0909090909091,0.504,"16","17","401","3.9066790635238"
唐山市,"130000000000",河北省,T3,Third-tier Cities,0.7053,0.8911,0.0124,0.536266666666667,,0.4883,"4","12","142","3.04574396671851"
