year,city,GDP,corridor_id,corridor_nm,node_type
"2014",无锡市,83589800,HNH,Shanghai-Nanjing-Hangzhou,middle
"2015",无锡市,86813700,HNH,Shanghai-Nanjing-Hangzhou,middle
"2016",无锡市,93401600,HNH,Shanghai-Nanjing-Hangzhou,middle
"2017",无锡市,103130700,HNH,Shanghai-Nanjing-Hangzhou,middle
"2018",无锡市,112029800,HNH,Shanghai-Nanjing-Hangzhou,middle
"2019",无锡市,118033200,HNH,Shanghai-Nanjing-Hangzhou,middle
"2020",无锡市,123404800,HNH,Shanghai-Nanjing-Hangzhou,middle
"2021",无锡市,141229900,HNH,Shanghai-Nanjing-Hangzhou,middle
"2022",无锡市,147505800,HNH,Shanghai-Nanjing-Hangzhou,middle
"2012",徐州市,40293100,,,
"2013",徐州市,45341500,,,
"2014",徐州市,49796500,,,
"2015",徐州市,53367500,,,
"2016",徐州市,58098100,,,
"2017",徐州市,63335000,,,
"2018",徐州市,67103600,,,
"2019",徐州市,70533500,,,
"2020",徐州市,72847700,,,
"2021",徐州市,80074400,,,
"2022",徐州市,84123800,,,
"2012",常州市,40398300,HNH,Shanghai-Nanjing-Hangzhou,middle
"2013",常州市,45275300,HNH,Shanghai-Nanjing-Hangzhou,middle
"2014",常州市,49913700,HNH,Shanghai-Nanjing-Hangzhou,middle
"2015",常州市,52813100,HNH,Shanghai-Nanjing-Hangzhou,middle
"2016",常州市,57523400,HNH,Shanghai-Nanjing-Hangzhou,middle
"2017",常州市,64781600,HNH,Shanghai-Nanjing-Hangzhou,middle
"2018",常州市,68970200,HNH,Shanghai-Nanjing-Hangzhou,middle
"2019",常州市,74058600,HNH,Shanghai-Nanjing-Hangzhou,middle
"2020",常州市,78103200,HNH,Shanghai-Nanjing-Hangzhou,middle
"2021",常州市,90378400,HNH,Shanghai-Nanjing-Hangzhou,middle
"2022",常州市,95521100,HNH,Shanghai-Nanjing-Hangzhou,middle
"2012",苏州市,119657600,HNH,Shanghai-Nanjing-Hangzhou,core
"2013",苏州市,129297800,HNH,Shanghai-Nanjing-Hangzhou,core
"2014",苏州市,137169500,HNH,Shanghai-Nanjing-Hangzhou,core
"2015",苏州市,144686800,HNH,Shanghai-Nanjing-Hangzhou,core
"2016",苏州市,154452600,HNH,Shanghai-Nanjing-Hangzhou,core
"2017",苏州市,169974700,HNH,Shanghai-Nanjing-Hangzhou,core
"2018",苏州市,182634800,HNH,Shanghai-Nanjing-Hangzhou,core
"2019",苏州市,192648000,HNH,Shanghai-Nanjing-Hangzhou,core
"2020",苏州市,201804500,HNH,Shanghai-Nanjing-Hangzhou,core
"2021",苏州市,231682100,HNH,Shanghai-Nanjing-Hangzhou,core
"2022",苏州市,238052900,HNH,Shanghai-Nanjing-Hangzhou,core
"2012",南通市,46303000,,,
"2013",南通市,52354100,,,
"2014",南通市,57486100,,,
"2015",南通市,64982931,,,
"2016",南通市,71516851,,,
"2017",南通市,80340764,,,
"2018",南通市,87532274,,,
"2019",南通市,93693905,,,
"2020",南通市,100183109,,,
"2021",南通市,109469450,,,
"2022",南通市,113090224.7,,,
"2012",连云港市,16187500,,,
"2013",连云港市,18290400,,,
"2014",连云港市,19871900,,,
"2015",连云港市,23050500,,,
"2016",连云港市,25364900,,,
"2017",连云港市,27844800,,,
"2018",连云港市,29230400,,,
"2019",连云港市,31252900,,,
"2020",连云港市,32770700,,,
"2021",连云港市,37881200,,,
"2022",连云港市,40008000,,,
"2012",淮安市,19359300,,,
"2013",淮安市,22349900,,,
"2014",淮安市,24784300,,,
"2015",淮安市,27555800,,,
"2016",淮安市,30908600,,,
"2017",淮安市,33416100,,,
"2018",淮安市,36150200,,,
"2019",淮安市,38402100,,,
"2020",淮安市,40033700,,,
"2021",淮安市,45037300,,,
"2022",淮安市,47424200,,,
"2012",盐城市,30971900,,,
"2013",盐城市,34650300,,,
"2014",盐城市,38075800,,,
"2015",盐城市,41817100,,,
"2016",盐城市,45469000,,,
"2017",盐城市,49901200,,,
"2018",盐城市,53871600,,,
"2019",盐城市,56562600,,,
"2020",盐城市,59183800,,,
"2021",盐城市,66039700,,,
"2022",盐城市,70389900,,,
"2012",扬州市,29745500,,,
"2013",扬州市,33672500,,,
"2014",扬州市,37501300,,,
"2015",扬州市,40999100,,,
"2016",扬州市,45391200,,,
"2017",扬州市,50785800,,,
"2018",扬州市,54787400,,,
"2019",扬州市,57990800,,,
"2020",扬州市,60133300,,,
"2021",扬州市,66405700,,,
"2022",扬州市,70533800,,,
"2012",镇江市,24468400,,,
"2013",镇江市,26590700,,,
"2014",镇江市,28717600,,,
"2015",镇江市,30884700,,,
"2016",镇江市,34357300,,,
"2017",镇江市,37145700,,,
"2018",镇江市,38477900,,,
"2019",镇江市,40773200,,,
"2020",镇江市,41850900,,,
"2021",镇江市,47634200,,,
"2022",镇江市,50020200,,,
"2012",泰州市,25769400,,,
"2013",泰州市,29020400,,,
"2014",泰州市,31930700,,,
"2015",泰州市,34949300,,,
"2016",泰州市,38882900,,,
"2017",泰州市,44245700,,,
"2018",泰州市,47672400,,,
"2019",泰州市,51073600,,,
"2020",泰州市,52977700,,,
"2021",泰州市,60352000,,,
"2022",泰州市,63660600,,,
"2012",宿迁市,15325600,,,
"2013",宿迁市,17634900,,,
"2014",宿迁市,20367000,,,
"2015",宿迁市,22423953.24,,,
"2016",宿迁市,24761760.64,,,
"2017",宿迁市,27218680.18,,,
"2018",宿迁市,28648719,,,
"2019",宿迁市,30842301,,,
"2020",宿迁市,32703700,,,
"2021",宿迁市,38690000,,,
"2022",宿迁市,41177200,,,
"2012",杭州市,79685800,HNH,Shanghai-Nanjing-Hangzhou,core
"2013",杭州市,86399100,HNH,Shanghai-Nanjing-Hangzhou,core
"2014",杭州市,95022100,HNH,Shanghai-Nanjing-Hangzhou,core
"2015",杭州市,104952800,HNH,Shanghai-Nanjing-Hangzhou,core
"2016",杭州市,117094500,HNH,Shanghai-Nanjing-Hangzhou,core
"2017",杭州市,131607200,HNH,Shanghai-Nanjing-Hangzhou,core
"2018",杭州市,143067200,HNH,Shanghai-Nanjing-Hangzhou,core
"2019",杭州市,154188000,HNH,Shanghai-Nanjing-Hangzhou,core
"2020",杭州市,162068200,HNH,Shanghai-Nanjing-Hangzhou,core
"2021",杭州市,182473300,HNH,Shanghai-Nanjing-Hangzhou,core
"2022",杭州市,189553200,HNH,Shanghai-Nanjing-Hangzhou,core
"2012",宁波市,68620200,HNH,Shanghai-Nanjing-Hangzhou,middle
"2013",宁波市,74320900,HNH,Shanghai-Nanjing-Hangzhou,middle
"2014",宁波市,79048100,HNH,Shanghai-Nanjing-Hangzhou,middle
"2015",宁波市,82953500,HNH,Shanghai-Nanjing-Hangzhou,middle
"2016",宁波市,89728300,HNH,Shanghai-Nanjing-Hangzhou,middle
"2017",宁波市,101465500,HNH,Shanghai-Nanjing-Hangzhou,middle
"2018",宁波市,111931400,HNH,Shanghai-Nanjing-Hangzhou,middle
"2019",宁波市,120351100,HNH,Shanghai-Nanjing-Hangzhou,middle
"2020",宁波市,125992200,HNH,Shanghai-Nanjing-Hangzhou,middle
"2021",宁波市,147032000,HNH,Shanghai-Nanjing-Hangzhou,middle
"2022",宁波市,157163400,HNH,Shanghai-Nanjing-Hangzhou,middle
"2012",温州市,37065178,,,
"2013",温州市,40679068,,,
"2014",温州市,43505966,,,
"2015",温州市,46703535,,,
"2016",温州市,51250114,,,
"2017",温州市,54121330,,,
"2018",温州市,60397732,,,
"2019",温州市,66080174,,,
"2020",温州市,68504791,,,
"2021",温州市,76588086,,,
"2022",温州市,80813971,,,
"2012",嘉兴市,29096500,HNH,Shanghai-Nanjing-Hangzhou,middle
"2013",嘉兴市,32343400,HNH,Shanghai-Nanjing-Hangzhou,middle
"2014",嘉兴市,34939700,HNH,Shanghai-Nanjing-Hangzhou,middle
"2015",嘉兴市,36966200,HNH,Shanghai-Nanjing-Hangzhou,middle
"2016",嘉兴市,39790400,HNH,Shanghai-Nanjing-Hangzhou,middle
"2017",嘉兴市,45002600,HNH,Shanghai-Nanjing-Hangzhou,middle
"2018",嘉兴市,50183800,HNH,Shanghai-Nanjing-Hangzhou,middle
"2019",嘉兴市,54235800,HNH,Shanghai-Nanjing-Hangzhou,middle
"2020",嘉兴市,55635800,HNH,Shanghai-Nanjing-Hangzhou,middle
"2021",嘉兴市,63883800,HNH,Shanghai-Nanjing-Hangzhou,middle
"2022",嘉兴市,67493900,HNH,Shanghai-Nanjing-Hangzhou,middle
"2012",湖州市,17481084,,,
"2013",湖州市,19307769,,,
"2014",湖州市,20839466,,,
"2015",湖州市,22230569,,,
"2016",湖州市,23911367,,,
"2017",湖州市,26078618,,,
"2018",湖州市,28812134,,,
"2019",湖州市,31222745,,,
"2020",湖州市,32039027,,,
"2021",湖州市,36459189,,,
"2022",湖州市,38496123,,,
"2012",绍兴市,36775219,HNH,Shanghai-Nanjing-Hangzhou,middle
"2013",绍兴市,40108363,HNH,Shanghai-Nanjing-Hangzhou,middle
"2014",绍兴市,42351578,HNH,Shanghai-Nanjing-Hangzhou,middle
"2015",绍兴市,44246910,HNH,Shanghai-Nanjing-Hangzhou,middle
"2016",绍兴市,46971537,HNH,Shanghai-Nanjing-Hangzhou,middle
"2017",绍兴市,50274840,HNH,Shanghai-Nanjing-Hangzhou,middle
"2018",绍兴市,53827168,HNH,Shanghai-Nanjing-Hangzhou,middle
"2019",绍兴市,57855103,HNH,Shanghai-Nanjing-Hangzhou,middle
"2020",绍兴市,59637551,HNH,Shanghai-Nanjing-Hangzhou,middle
"2021",绍兴市,68034129,HNH,Shanghai-Nanjing-Hangzhou,middle
"2022",绍兴市,73409588,HNH,Shanghai-Nanjing-Hangzhou,middle
"2012",金华市,26898481,,,
"2013",金华市,29809337,,,
"2014",金华市,32151692,,,
"2015",金华市,34810823,,,
"2016",金华市,37052391,,,
"2017",金华市,39621653,,,
"2018",金华市,42438918,,,
"2019",金华市,45694813,,,
"2020",金华市,47058331,,,
"2021",金华市,53987729,,,
"2022",金华市,55920170,,,
"2012",衢州市,9644400,,,
"2013",衢州市,10431600,,,
"2014",衢州市,10958600,,,
"2015",衢州市,11296500,,,
"2016",衢州市,12298800,,,
"2017",衢州市,13194700,,,
"2018",衢州市,14570800,,,
"2019",衢州市,15745700,,,
"2020",衢州市,16272400,,,
"2021",衢州市,18948700,,,
"2022",衢州市,20034400,,,
"2012",舟山市,7559599,,,
"2013",舟山市,8214194,,,
"2014",舟山市,8861026,,,
"2015",舟山市,9308699,,,
"2016",舟山市,10761851,,,
"2017",舟山市,11295646,,,
"2018",舟山市,12472202,,,
"2019",舟山市,13624749,,,
"2020",舟山市,15104919,,,
"2021",舟山市,17810483,,,
"2022",舟山市,19512856,,,
"2012",台州市,29442191.68,,,
"2013",台州市,31926729.83,,,
"2014",台州市,34101619.49,,,
"2015",台州市,35714701.69,,,
"2016",台州市,38748743.98,,,
"2017",台州市,43860411.15,,,
"2018",台州市,48803241.76,,,
"2019",台州市,51021654.61,,,
"2020",台州市,52383940.71,,,
"2021",台州市,57948913.45,,,
"2022",台州市,60204134.81,,,
"2012",丽水市,8442400,,,
"2013",丽水市,9365000,,,
"2014",丽水市,10001200,,,
"2015",丽水市,10386300,,,
"2016",丽水市,11341300,,,
"2017",丽水市,12154200,,,
"2018",丽水市,13542200,,,
"2019",丽水市,14809600,,,
"2020",丽水市,15277500,,,
"2021",丽水市,17247500,,,
"2022",丽水市,18331700,,,
"2012",合肥市,41679800,,,
"2013",合肥市,46960100,,,
"2014",合肥市,52500900,,,
"2015",合肥市,58309500,,,
"2016",合肥市,65442600,,,
"2017",合肥市,73666400,,,
"2018",合肥市,86051300,,,
"2019",合肥市,93702100,,,
"2020",合肥市,100101000,,,
"2021",合肥市,114322000,,,
"2022",合肥市,121096000,,,
"2012",芜湖市,18447600,,,
"2013",芜湖市,20756600,,,
"2014",芜湖市,22987900,,,
"2015",芜湖市,23662400,,,
"2016",芜湖市,26202200,,,
"2017",芜湖市,28804900,,,
"2018",芜湖市,32829600,,,
"2019",芜湖市,35864600,,,
"2020",芜湖市,37141400,,,
"2021",芜湖市,42676400,,,
"2022",芜湖市,44891300,,,
"2012",蚌埠市,9257200,,,
"2013",蚌埠市,10997200,,,
"2014",蚌埠市,12272000,,,
"2015",蚌埠市,13377000,,,
"2016",蚌埠市,15019800,,,
"2017",蚌埠市,16902600,,,
"2018",蚌埠市,19065000,,,
"2019",蚌埠市,20160200,,,
"2020",蚌埠市,20183500,,,
"2021",蚌埠市,19490000,,,
"2022",蚌埠市,20122800,,,
"2012",淮南市,8932635,,,
"2013",淮南市,9415704,,,
"2014",淮南市,9289141,,,
"2015",淮南市,9173638,,,
"2016",淮南市,9794647,,,
"2017",淮南市,10860399,,,
"2018",淮南市,11971029,,,
"2019",淮南市,12832113,,,
"2020",淮南市,13386000,,,
"2021",淮南市,14635000,,,
"2022",淮南市,15670000,,,
"2012",马鞍山市,12105400,,,
"2013",马鞍山市,12730600,,,
"2014",马鞍山市,13308000,,,
"2015",马鞍山市,13661100,,,
"2016",马鞍山市,14489000,,,
"2017",马鞍山市,16715800,,,
"2018",马鞍山市,19237400,,,
"2019",马鞍山市,20856400,,,
"2020",马鞍山市,21260000,,,
"2021",马鞍山市,23977000,,,
"2022",马鞍山市,25086000,,,
"2012",淮北市,6361549,,,
"2013",淮北市,7204341,,,
"2014",淮北市,7702843,,,
"2015",淮北市,7746412,,,
"2016",淮北市,8230914,,,
"2017",淮北市,9429129,,,
"2018",淮北市,10095375,,,
"2019",淮北市,10779411,,,
"2020",淮北市,11190691,,,
"2021",淮北市,12230433,,,
"2022",淮北市,13027902,,,
"2012",铜陵市,6294000,,,
"2013",铜陵市,6754000,,,
"2014",铜陵市,7062000,,,
"2015",铜陵市,7209400,,,
"2016",铜陵市,8523000,,,
"2017",铜陵市,9214000,,,
"2018",铜陵市,9546500,,,
"2019",铜陵市,9505600,,,
"2020",铜陵市,10036700,,,
"2021",铜陵市,11654000,,,
"2022",铜陵市,11750000,,,
"2012",安庆市,13076700,,,
"2013",安庆市,13790900,,,
"2014",安庆市,15178700,,,
"2015",安庆市,15574000,,,
"2016",安庆市,16847400,,,
"2017",安庆市,19021200,,,
"2018",安庆市,21967500,,,
"2019",安庆市,23567200,,,
"2020",安庆市,23814500,,,
"2021",安庆市,26119100,,,
"2022",安庆市,27674600,,,
"2012",黄山市,4256800,,,
"2013",黄山市,4737700,,,
"2014",黄山市,5138500,,,
"2015",黄山市,5401500,,,
"2016",黄山市,5943900,,,
"2017",黄山市,6627100,,,
"2018",黄山市,7389000,,,
"2019",黄山市,8163000,,,
"2020",黄山市,8529000,,,
"2021",黄山市,9752000,,,
"2022",黄山市,10286000,,,
"2012",滁州市,12124500,,,
"2013",滁州市,14188900,,,
"2014",滁州市,15964500,,,
"2015",滁州市,18122800,,,
"2016",滁州市,20359400,,,
"2017",滁州市,22820100,,,
"2018",滁州市,25940700,,,
"2019",滁州市,28887000,,,
"2020",滁州市,29468400,,,
"2021",滁州市,33421100,,,
"2022",滁州市,35649900,,,
"2012",阜阳市,12480512,,,
"2013",阜阳市,14366724,,,
"2014",阜阳市,15845707,,,
"2015",阜阳市,16874525,,,
"2016",阜阳市,18873500,,,
"2017",阜阳市,21285122,,,
"2018",阜阳市,24073388,,,
"2019",阜阳市,26860463,,,
"2020",阜阳市,27244536,,,
"2021",阜阳市,30215048,,,
"2022",阜阳市,31583155,,,
"2012",宿州市,9149500,,,
"2013",宿州市,10252000,,,
"2014",宿州市,11513200,,,
"2015",宿州市,12357700,,,
"2016",宿州市,14048400,,,
"2017",宿州市,15730800,,,
"2018",宿州市,17578200,,,
"2019",宿州市,19530300,,,
"2020",宿州市,19692400,,,
"2021",宿州市,21277200,,,
"2022",宿州市,21726000,,,
"2012",六安市,8603800,,,
"2013",六安市,9445000,,,
"2014",六安市,10194800,,,
"2015",六安市,10534300,,,
"2016",六安市,11907300,,,
"2017",六安市,12968400,,,
"2018",六安市,14484800,,,
"2019",六安市,16168900,,,
"2020",六安市,17056000,,,
"2021",六安市,19594000,,,
"2022",六安市,20694000,,,
"2012",亳州市,8111200,,,
"2013",亳州市,9318000,,,
"2014",亳州市,10178500,,,
"2015",亳州市,10669300,,,
"2016",亳州市,12008600,,,
"2017",亳州市,13515100,,,
"2018",亳州市,15513300,,,
"2019",亳州市,17402600,,,
"2020",亳州市,18891000,,,
"2021",亳州市,20487000,,,
"2022",亳州市,22150000,,,
"2012",池州市,4330300,,,
"2013",池州市,4800700,,,
"2014",池州市,5284400,,,
"2015",池州市,5699400,,,
"2016",池州市,6181700,,,
"2017",池州市,6813300,,,
"2018",池州市,7539300,,,
"2019",池州市,8300700,,,
"2020",池州市,8543000,,,
"2021",池州市,10069000,,,
"2022",池州市,10620000,,,
"2012",宣城市,7954300,,,
"2013",宣城市,8943900,,,
"2014",宣城市,9825100,,,
"2015",宣城市,10078300,,,
"2016",宣城市,11010800,,,
"2017",宣城市,12338400,,,
"2018",宣城市,14188600,,,
"2019",宣城市,15574500,,,
"2020",宣城市,15966000,,,
"2021",宣城市,18012000,,,
"2022",宣城市,18693000,,,
"2012",福州市,43395800,,,
"2013",福州市,48577400,,,
"2014",福州市,53914200,,,
"2015",福州市,57774200,,,
"2016",福州市,64915400,,,
"2017",福州市,75036900,,,
"2018",福州市,85160900,,,
"2019",福州市,94723000,,,
"2020",福州市,100684100,,,
"2021",福州市,118464100,,,
"2022",福州市,124821100,,,
"2012",厦门市,29220900,,,
"2013",厦门市,31425700,,,
"2014",厦门市,34432600,,,
"2015",厦门市,38069400,,,
"2016",厦门市,41181300,,,
"2017",厦门市,46078300,,,
"2018",厦门市,54686100,,,
"2019",厦门市,60150400,,,
"2020",厦门市,64350200,,,
"2021",厦门市,72956700,,,
"2022",厦门市,77580600,,,
"2012",莆田市,12155200,,,
"2013",莆田市,13717200,,,
"2014",莆田市,15415700,,,
"2015",莆田市,16556000,,,
"2016",莆田市,18802800,,,
"2017",莆田市,21298600,,,
"2018",莆田市,23740300,,,
"2019",莆田市,25453900,,,
"2020",莆田市,26339700,,,
"2021",莆田市,29304800,,,
"2022",莆田市,29861000,,,
"2012",三明市,13680100,,,
"2013",三明市,15334700,,,
"2014",三明市,16837600,,,
"2015",三明市,17129900,,,
"2016",三明市,19389800,,,
"2017",三明市,21438300,,,
"2018",三明市,23544000,,,
"2019",三明市,26015600,,,
"2020",三明市,26891900,,,
"2021",三明市,29627200,,,
"2022",三明市,29852100,,,
"2012",泉州市,48139500,,,
"2013",泉州市,53795200,,,
"2014",泉州市,59537100,,,
"2015",泉州市,63208600,,,
"2016",泉州市,69208800,,,
"2017",泉州市,79400200,,,
"2018",泉州市,90192400,,,
"2019",泉州市,99036600,,,
"2020",泉州市,100736600,,,
"2021",泉州市,113305300,,,
"2022",泉州市,121029700,,,
"2012",漳州市,20479500,,,
"2013",漳州市,22990800,,,
"2014",漳州市,25800800,,,
"2015",漳州市,29512500,,,
"2016",漳州市,32312400,,,
"2017",漳州市,37118800,,,
"2018",漳州市,43681500,,,
"2019",漳州市,46868300,,,
"2020",漳州市,45914600,,,
"2021",漳州市,52670100,,,
"2022",漳州市,54927400,,,
"2012",南平市,9992100,,,
"2013",南平市,11246600,,,
"2014",南平市,12488200,,,
"2015",南平市,13394300,,,
"2016",南平市,14874600,,,
"2017",南平市,17047400,,,
"2018",南平市,18179700,,,
"2019",南平市,19915700,,,
"2020",南平市,19574000,,,
